ID,Delivery_person_Ratings,Order_Date,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken,Order_Day,Order_Hour,Distance_km
0xc306,4.9,2022-02-15,Sunny,Medium,0,Meal,motorcycle,1,No,Urban,17,Tuesday,17,7.452232426355254
0x2471,4.7,2022-03-27,Windy,Medium,2,Snack,motorcycle,0,No,Metropolitian,20,Sunday,17,11.903799009959796
0x7a24,4.6,2022-03-21,Sunny,Medium,1,Buffet,motorcycle,0,No,Metropolitian,15,Monday,18,7.756591018443849
0xa72c,4.8,2022-03-09,Fog,Low,2,Meal,scooter,0,No,Metropolitian,15,Wednesday,23,9.106890920609013
0x1177,4.7,2022-03-05,Cloudy,Low,2,Drinks,scooter,0,No,Urban,15,Saturday,23,4.464153158899913
0x3c70,4.6,2022-04-02,Cloudy,Jam,1,Buffet,scooter,1,No,Metropolitian,35,Saturday,20,13.993230923259892
0xc34e,5.0,2022-02-16,Sandstorms,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,17,Wednesday,19,10.666389360335227
0x4c35,4.6,2022-03-30,Cloudy,Medium,1,Buffet,scooter,1,No,Metropolitian,18,Wednesday,16,6.028884905756944
0x7a16,4.7,2022-03-23,Windy,Jam,1,Meal,scooter,1,No,Metropolitian,18,Wednesday,20,12.081765497939642
0x125e,4.7,2022-03-13,Fog,Medium,2,Buffet,scooter,1,No,Metropolitian,16,Sunday,18,9.414207472710387
0x5d9c,5.0,2022-03-19,Sunny,Low,2,Drinks,motorcycle,0,No,Metropolitian,17,Saturday,9,1.5073263645090003
0x8aad,4.8,2022-03-05,Cloudy,Low,2,Meal,electric_scooter,0,No,Metropolitian,11,Saturday,9,3.020731790895242
0x4bc2,4.8,2022-04-01,Fog,Low,1,Meal,scooter,1,No,Urban,19,Friday,9,3.109849704680054
0x7ad7,4.7,2022-03-06,Sandstorms,Low,0,Drinks,motorcycle,1,No,Urban,15,Sunday,22,20.397442775188328
0xe168,5.0,2022-02-18,Sunny,Low,0,Drinks,motorcycle,1,No,Metropolitian,27,Friday,22,19.597210032804124
0x88eb,4.4,2022-03-06,Windy,Medium,0,Drinks,motorcycle,0,No,Urban,35,Sunday,18,10.54796136573478
0xb4ad,4.7,2022-03-04,Cloudy,Jam,0,Buffet,motorcycle,3,No,Semi-Urban,47,Friday,19,17.039320664078645
0x3488,4.8,2022-03-28,Stormy,Low,1,Buffet,motorcycle,0,No,Metropolitian,23,Monday,8,1.5514034361583107
0x2b14,4.1,2022-03-05,Windy,Low,0,Buffet,motorcycle,1,No,Urban,22,Saturday,22,4.648400072771237
0x585d,4.8,2022-03-25,Sandstorms,Low,2,Buffet,motorcycle,1,No,Metropolitian,25,Friday,23,10.416135922112648
0x87e3,4.8,2022-04-04,Windy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,28,Monday,18,10.884063165644438
0x8472,4.9,2022-03-15,Cloudy,Jam,0,Snack,motorcycle,0,No,Metropolitian,25,Tuesday,21,9.043027721349308
0x4320,4.7,2022-03-26,Cloudy,Low,1,Drinks,scooter,0,No,Urban,15,Saturday,10,1.5295340177411298
0xd9c7,4.9,2022-02-17,Windy,High,0,Snack,motorcycle,2,No,Metropolitian,32,Thursday,11,1.463953129912797
0x2916,4.7,2022-03-12,Sandstorms,Jam,1,Drinks,motorcycle,0,No,Metropolitian,19,Saturday,21,12.081749497524873
0x6ee2,4.8,2022-03-29,Sunny,Jam,1,Snack,motorcycle,1,No,Urban,22,Tuesday,20,10.983241696284244
0x65c3,4.9,2022-03-05,Sandstorms,Jam,1,Snack,motorcycle,0,No,Metropolitian,29,Saturday,19,7.647645466260274
0x4ee2,4.8,2022-04-01,Sunny,High,1,Snack,motorcycle,0,No,Metropolitian,17,Friday,14,6.041610424267226
0xc858,4.9,2022-02-16,Cloudy,Jam,0,Snack,motorcycle,1,No,Metropolitian,48,Wednesday,21,10.983241696284244
0xa5b,4.8,2022-03-23,Windy,Jam,1,Meal,scooter,0,No,Metropolitian,17,Wednesday,20,13.945594722562358
0x8726,4.6,2022-03-12,Cloudy,Medium,1,Snack,scooter,1,No,Urban,31,Saturday,17,20.832850885766774
0x8879,4.1,2022-03-18,Cloudy,Medium,2,Buffet,scooter,2,No,Metropolitian,38,Friday,17,10.707099704447124
0xb994,3.8,2022-04-02,Windy,Jam,1,Drinks,scooter,1,No,Urban,39,Saturday,19,20.397442775188328
0x2dc8,4.9,2022-04-04,Windy,Jam,1,Drinks,motorcycle,1,No,Urban,24,Monday,19,12.394529722570125
0x1c58,3.5,2022-03-14,Sunny,Low,2,Buffet,scooter,1,No,Metropolitian,38,Monday,22,19.65858405722505
0x749e,4.7,2022-03-14,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,20,Monday,17,12.081317518219828
0x1945,4.8,2022-03-06,Sandstorms,Low,1,Drinks,motorcycle,0,No,Metropolitian,12,Sunday,22,12.552275755914394
0x76cb,4.7,2022-03-11,Stormy,Low,1,Snack,motorcycle,1,No,Metropolitian,26,Friday,9,1.5341210004813362
0x4294,4.6,2022-03-23,Fog,Low,1,Buffet,motorcycle,1,No,Metropolitian,20,Wednesday,23,10.883781468541267
0x2bfa,4.8,2022-03-04,Stormy,Low,2,Buffet,electric_scooter,0,No,Urban,29,Friday,22,13.96227361078246
0xc2a7,4.7,2022-02-13,Sunny,Jam,1,Drinks,scooter,0,No,Metropolitian,24,Sunday,21,8.782392070020983
0xc74b,4.9,2022-02-12,Cloudy,Jam,1,Meal,scooter,1,No,Metropolitian,40,Saturday,21,16.392909770785003
0xaeaf,4.7,2022-03-14,Stormy,Jam,2,Buffet,electric_scooter,1,No,Urban,29,Monday,21,10.983241696284244
0x385c,4.3,2022-04-06,Fog,Jam,1,Buffet,scooter,1,No,Metropolitian,43,Wednesday,22,13.942135995521298
0x97cd,4.7,2022-04-05,Fog,High,0,Meal,motorcycle,1,No,Metropolitian,20,Tuesday,14,5.952035110828275
0x5921,4.9,2022-03-26,Fog,Low,2,Snack,motorcycle,0,No,Metropolitian,18,Saturday,22,4.664633134444104
0xa854,4.7,2022-03-05,Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,30,Saturday,21,9.295696139193788
0xc67f,4.2,2022-02-18,Cloudy,Jam,1,Buffet,scooter,1,Yes,Semi-Urban,47,Friday,19,20.397442775188328
0x357d,4.6,2022-04-03,Stormy,Low,1,Snack,scooter,1,No,Metropolitian,16,Sunday,23,4.707104052532131
0x1126,4.6,2022-04-05,Stormy,High,2,Drinks,motorcycle,1,No,Metropolitian,30,Tuesday,11,3.1380694073889375
0xb318,4.4,2022-03-17,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,20,Thursday,10,3.0989560036563137
0x83fe,4.8,2022-03-11,Windy,Low,1,Meal,motorcycle,1,No,Metropolitian,19,Friday,9,3.0986720501536995
0xaf7a,5.0,2022-03-21,Sunny,Low,2,Snack,electric_scooter,1,No,Metropolitian,16,Monday,8,1.4880947062703014
0x7423,4.9,2022-03-02,Windy,Medium,2,Snack,motorcycle,1,No,Metropolitian,15,Wednesday,18,13.805228599411375
0x3b7a,4.4,2022-03-28,Cloudy,High,1,Drinks,scooter,1,No,Urban,34,Monday,11,1.5106412690370932
0xc639,4.3,2022-02-14,Fog,Jam,2,Drinks,scooter,3,No,Metropolitian,44,Monday,20,10.900774675966685
0x4285,4.9,2022-03-15,Cloudy,High,2,Buffet,scooter,1,No,Metropolitian,31,Tuesday,12,6.0498690649436355
0xe233,4.9,2022-02-15,Sunny,Low,1,Buffet,motorcycle,0,No,Urban,19,Tuesday,22,7.709611116068396
0xadff,4.5,2022-04-02,Fog,Low,2,Drinks,scooter,1,No,Metropolitian,20,Saturday,23,13.661199383826538
0x2ee5,4.6,2022-04-04,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,44,Monday,20,13.961787999463452
0x6f6b,5.0,2022-03-24,Cloudy,Medium,2,Meal,electric_scooter,1,No,Metropolitian,14,Thursday,17,4.588766117367849
0x25f9,5.0,2022-03-23,Windy,Medium,1,Drinks,motorcycle,1,No,Urban,20,Wednesday,17,12.39518332634847
0x1ddb,4.7,2022-03-05,Sandstorms,Low,2,Snack,electric_scooter,1,No,Urban,12,Saturday,8,1.4880952616573853
0x781e,4.5,2022-03-12,Sunny,Medium,2,Meal,motorcycle,0,No,Metropolitian,17,Saturday,17,13.961570821957572
0x5ea1,5.0,2022-04-01,Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,29,Friday,21,7.439903377482956
0xd537,4.5,2022-02-17,Sunny,High,0,Drinks,motorcycle,1,No,Metropolitian,44,Thursday,11,3.0227920226827716
0xc2cc,4.9,2022-02-12,Stormy,Jam,2,Drinks,scooter,0,No,Urban,26,Saturday,19,10.246362615008668
0x42bf,4.8,2022-04-03,Stormy,Low,2,Buffet,scooter,0,No,Urban,10,Sunday,9,1.4880598281970034
0x11ea,4.7,2022-03-07,Cloudy,Low,1,Drinks,scooter,0,No,Metropolitian,16,Monday,8,1.5179323327587648
0x75f5,4.8,2022-03-23,Cloudy,Jam,1,Drinks,motorcycle,3,Yes,Metropolitian,44,Wednesday,20,16.696491882097586
0x90c4,4.7,2022-04-02,Fog,Medium,2,Meal,scooter,1,No,Metropolitian,30,Saturday,18,16.80256330471995
0x5dc0,4.5,2022-04-02,Fog,Low,1,Meal,motorcycle,1,No,Metropolitian,25,Saturday,22,12.410725803757424
0xae2e,4.6,2022-03-06,Fog,Jam,0,Drinks,motorcycle,1,No,Metropolitian,41,Sunday,19,17.042883652085017
0x705e,5.0,2022-03-20,Windy,Low,2,Meal,scooter,0,No,Urban,19,Sunday,22,12.236050766444205
0xd606,3.9,2022-02-12,Sunny,Jam,1,Drinks,scooter,1,No,Metropolitian,31,Saturday,19,10.983241696284244
0x9794,4.9,2022-03-17,Sunny,Jam,2,Meal,motorcycle,0,No,Metropolitian,15,Thursday,20,7.589543265875354
0x8820,4.6,2022-03-28,Sandstorms,High,2,Snack,scooter,0,No,Metropolitian,16,Monday,13,6.109570305811442
0x9aeb,4.4,2022-03-05,Fog,High,2,Snack,scooter,1,No,Metropolitian,36,Saturday,15,6.028917597515816
0x6c0d,4.3,2022-04-06,Stormy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,46,Wednesday,21,19.587073969079157
0x3cb1,4.5,2022-03-12,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,18,Saturday,21,12.393263757604263
0x371d,4.6,2022-03-11,Fog,Low,0,Meal,motorcycle,0,No,Metropolitian,18,Friday,22,7.845173108613388
0x9114,5.0,2022-03-27,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,27,Sunday,22,16.635254743950217
0xdce1,4.6,2022-02-11,Cloudy,High,0,Snack,motorcycle,1,No,Metropolitian,27,Friday,13,6.165063816991586
0x22cd,4.4,2022-03-20,Stormy,Jam,0,Buffet,motorcycle,1,No,Urban,44,Sunday,19,13.592501394228012
0xdb4f,3.7,2022-02-12,Stormy,Jam,2,Buffet,motorcycle,2,Yes,Urban,43,Saturday,22,10.24552257427696
0xc4ca,4.6,2022-02-17,Fog,Low,2,Buffet,scooter,0,No,Urban,18,Thursday,8,3.1380694073889375
0x7dd,4.9,2022-04-05,Stormy,Low,1,Drinks,motorcycle,0,No,Metropolitian,10,Tuesday,8,3.0359274349522045
0xbdff,4.6,2022-03-27,Sandstorms,Low,2,Buffet,motorcycle,0,No,Metropolitian,15,Sunday,22,19.33955502577355
0x4b71,4.9,2022-03-08,Sandstorms,Jam,0,Snack,motorcycle,0,No,Metropolitian,33,Tuesday,21,19.88068932355078
0xa7fb,5.0,2022-03-16,Fog,Jam,1,Drinks,scooter,1,No,Urban,39,Wednesday,20,16.873347387885367
0x986b,4.7,2022-04-02,Sunny,Medium,1,Drinks,motorcycle,1,No,Metropolitian,21,Saturday,17,12.082438179710314
0x8c6b,4.9,2022-03-10,Windy,Medium,1,Buffet,motorcycle,0,No,Urban,22,Thursday,17,20.21242765065459
0x46a1,4.8,2022-03-23,Windy,Medium,2,Drinks,motorcycle,1,No,Metropolitian,26,Wednesday,18,10.706335399814037
0xc84c,4.3,2022-02-18,Fog,Jam,2,Meal,electric_scooter,1,No,Metropolitian,34,Friday,21,10.432808428229752
0x60ba,4.0,2022-04-05,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,40,Tuesday,19,4.583030625251179
0x331f,4.0,2022-03-14,Fog,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,41,Monday,20,12.396741317977485
0x17de,4.8,2022-03-02,Fog,Jam,1,Meal,scooter,0,No,Metropolitian,37,Wednesday,21,12.143465932015227
0x62c6,4.6,2022-03-26,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,25,Saturday,16,5.951847295146883
0x8ada,4.4,2022-03-19,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,17,Saturday,9,1.5297939730751242
0x9377,4.3,2022-03-06,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,36,Sunday,19,10.686337988740375
0xaa7b,4.9,2022-03-17,Windy,Low,2,Drinks,electric_scooter,1,No,Metropolitian,13,Thursday,22,7.756832982430433
0xce32,4.6,2022-02-15,Stormy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,31,Tuesday,21,8.976398119371364
0x3ffb,4.8,2022-03-28,Sunny,High,1,Meal,motorcycle,0,No,Metropolitian,11,Monday,13,6.049916727825186
0x6160,5.0,2022-03-08,Stormy,Medium,2,Snack,electric_scooter,0,No,Metropolitian,26,Tuesday,17,20.166026938026103
0xa19c,4.2,2022-03-03,Cloudy,Jam,0,Drinks,motorcycle,1,No,Urban,32,Thursday,19,4.588766117367849
0x3a60,4.8,2022-03-09,Stormy,Jam,1,Meal,scooter,1,No,Urban,16,Wednesday,19,9.29577916000993
0x6cb8,4.5,2022-03-31,Stormy,Jam,1,Meal,motorcycle,0,No,Metropolitian,43,Thursday,20,11.905704284153522
0x8ff3,4.8,2022-03-23,Cloudy,Jam,1,Snack,motorcycle,2,No,Metropolitian,38,Wednesday,21,13.747935433701342
0x2e1d,4.8,2022-04-06,Sunny,Low,1,Drinks,scooter,1,No,Metropolitian,16,Wednesday,23,13.946382240928294
0x655c,4.9,2022-03-04,Windy,Jam,0,Drinks,motorcycle,2,No,Metropolitian,44,Friday,21,20.166989378676195
0xdc19,4.7,2022-02-15,Sandstorms,Low,2,Buffet,electric_scooter,1,No,Metropolitian,16,Tuesday,8,2.9345997614992823
0x4e41,4.9,2022-03-18,Windy,Medium,0,Snack,motorcycle,1,No,Metropolitian,24,Friday,18,12.081749497524873
0xacd1,4.5,2022-03-28,Sandstorms,Low,0,Buffet,motorcycle,0,No,Metropolitian,18,Monday,8,1.5267378464998715
0x4f8b,4.9,2022-03-01,Stormy,High,2,Meal,scooter,1,No,Metropolitian,21,Tuesday,11,3.014560783670559
0xcddb,4.5,2022-02-14,Cloudy,Low,1,Meal,motorcycle,1,No,Urban,26,Monday,22,10.579055023106157
0x97f4,4.7,2022-04-05,Windy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,13,Tuesday,20,7.439900598905654
0xc57,4.3,2022-03-10,Cloudy,Jam,1,Snack,motorcycle,1,No,Metropolitian,48,Thursday,19,16.799673910851933
0x7f90,3.8,2022-03-18,Sandstorms,Jam,1,Buffet,motorcycle,1,No,Urban,34,Friday,19,10.73851444225037
0x3029,4.6,2022-03-07,Windy,Jam,0,Snack,motorcycle,2,No,Metropolitian,32,Monday,22,7.747869610339651
0x6782,3.7,2022-03-07,Sunny,Jam,0,Buffet,motorcycle,1,No,Urban,42,Monday,19,4.602433230764244
0x341a,5.0,2022-03-07,Cloudy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,28,Monday,19,4.521740183910015
0x3ac2,4.7,2022-04-01,Windy,Jam,2,Snack,motorcycle,0,No,Urban,14,Friday,20,4.521861258383032
0x3cce,4.6,2022-03-12,Fog,Jam,0,Buffet,motorcycle,0,No,Urban,43,Saturday,21,12.271120715074574
0x9d15,5.0,2022-03-12,Cloudy,Jam,1,Drinks,motorcycle,2,No,Semi-Urban,47,Saturday,20,20.166129779840556
0x9367,4.7,2022-03-28,Sunny,Jam,1,Drinks,scooter,1,No,Metropolitian,17,Monday,21,9.294709019107804
0x897c,4.5,2022-03-29,Fog,Jam,0,Meal,motorcycle,2,No,Metropolitian,51,Tuesday,19,16.79715883296753
0xff1,4.7,2022-03-09,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,17,Wednesday,21,7.756591018443849
0xb1d2,4.7,2022-03-15,Cloudy,High,2,Drinks,scooter,0,No,Metropolitian,30,Tuesday,11,3.1028516424561308
0xd9c9,4.6,2022-02-17,Sandstorms,Jam,1,Buffet,motorcycle,1,No,Metropolitian,32,Thursday,21,7.845173108613388
0xab27,4.9,2022-03-08,Stormy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,27,Tuesday,19,13.945212240742842
0x29ed,4.6,2022-03-12,Windy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,27,Saturday,18,13.94563444308926
0xdabd,4.3,2022-02-15,Cloudy,Jam,1,Snack,motorcycle,0,No,Urban,33,Tuesday,19,4.391717634935817
0xd7b5,4.9,2022-02-14,Windy,Low,1,Buffet,scooter,1,No,Metropolitian,15,Monday,23,16.620732598133017
0x9b6b,4.9,2022-03-20,Sandstorms,Medium,2,Snack,scooter,1,No,Metropolitian,22,Sunday,18,20.212141467652756
0x45a8,4.8,2022-03-07,Sunny,Jam,0,Snack,motorcycle,0,No,Metropolitian,24,Monday,19,7.746557479642295
0x68ec,4.8,2022-03-29,Sandstorms,Jam,0,Buffet,motorcycle,3,No,Metropolitian,45,Tuesday,21,13.388148115267779
0x5c68,4.8,2022-04-04,Windy,Low,1,Meal,scooter,0,No,Urban,14,Monday,22,16.802572110954586
0x9277,4.6,2022-03-09,Stormy,Low,1,Snack,scooter,0,No,Urban,16,Wednesday,22,4.601979037855995
0xa551,4.9,2022-03-14,Cloudy,Medium,1,Buffet,motorcycle,0,No,Metropolitian,40,Monday,18,13.803724422616064
0x5c6f,4.7,2022-04-06,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,52,Wednesday,19,16.611416133158087
0x753e,4.7,2022-03-01,Sandstorms,Low,1,Drinks,scooter,1,No,Metropolitian,24,Tuesday,22,9.204558934599385
0x7856,4.8,2022-03-24,Sandstorms,Medium,2,Drinks,scooter,0,No,Metropolitian,20,Thursday,18,7.746149563277043
0x90cc,4.9,2022-03-27,Sunny,Medium,1,Snack,motorcycle,0,No,Urban,14,Sunday,18,13.56420605877365
0x2900,4.0,2022-03-08,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,32,Tuesday,19,17.259376716936664
0x9c53,4.6,2022-04-03,Cloudy,Low,1,Snack,motorcycle,1,No,Metropolitian,16,Sunday,9,1.5272542689629798
0x1b0e,4.5,2022-03-01,Fog,Jam,0,Drinks,motorcycle,0,No,Metropolitian,28,Tuesday,21,4.588477172966504
0x7805,4.6,2022-03-04,Windy,Medium,2,Buffet,motorcycle,1,No,Metropolitian,29,Friday,18,10.845875076642983
0xcd84,4.9,2022-02-18,Windy,Medium,2,Buffet,motorcycle,1,No,Metropolitian,23,Friday,18,19.64258339574515
0x43fe,4.6,2022-03-06,Stormy,Jam,1,Buffet,scooter,0,No,Metropolitian,29,Sunday,20,16.635116893700506
0x4bfa,4.7,2022-03-11,Windy,High,1,Meal,motorcycle,1,No,Metropolitian,30,Friday,13,5.951908012295787
0x4a5d,4.8,2022-03-07,Cloudy,High,0,Snack,motorcycle,1,No,Metropolitian,32,Monday,14,5.951665577584371
0x79f5,4.9,2022-03-17,Sandstorms,Medium,0,Buffet,motorcycle,0,No,Metropolitian,21,Thursday,15,6.135753835850377
0x26a6,4.6,2022-03-21,Cloudy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,26,Monday,20,4.664774212706455
0x25ea,4.6,2022-04-05,Sandstorms,Low,2,Meal,scooter,1,No,Metropolitian,17,Tuesday,10,1.549526499748363
0x6d8c,4.9,2022-04-01,Windy,Low,2,Buffet,scooter,1,No,Metropolitian,15,Friday,8,1.5513749733463327
0x1292,4.8,2022-03-05,Sunny,Low,1,Meal,scooter,0,No,Metropolitian,19,Saturday,9,1.5690347154047224
0xacfd,4.3,2022-03-19,Sandstorms,Low,0,Snack,motorcycle,0,No,Urban,28,Saturday,8,3.0681593749537246
0x7813,4.6,2022-03-09,Stormy,High,2,Meal,scooter,1,No,Urban,27,Wednesday,13,6.1183584287770465
0x543f,4.8,2022-03-30,Cloudy,Low,2,Buffet,scooter,0,No,Urban,12,Wednesday,8,3.06795567031906
0xb97e,4.9,2022-03-08,Sunny,Medium,2,Meal,motorcycle,1,No,Metropolitian,27,Tuesday,18,12.098912595996772
0xcdb3,4.7,2022-02-13,Sunny,Medium,2,Snack,electric_scooter,0,No,Metropolitian,21,Sunday,17,8.976498036120935
0x93da,4.8,2022-04-05,Sunny,High,1,Drinks,scooter,1,No,Metropolitian,15,Tuesday,13,6.198170058205873
0x69b6,4.7,2022-03-30,Sunny,Medium,2,Snack,motorcycle,0,No,Metropolitian,18,Wednesday,15,6.196979616064036
0xb246,4.7,2022-04-02,Fog,Jam,0,Snack,motorcycle,2,No,Metropolitian,38,Saturday,21,12.234095574157156
0xd991,4.6,2022-02-17,Sandstorms,Low,1,Snack,motorcycle,1,No,Metropolitian,23,Thursday,22,7.786793750208121
0x6502,5.0,2022-03-04,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,29,Friday,19,16.365339328227076
0xd5b6,4.9,2022-02-11,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,26,Friday,18,7.452069851176831
0xb4bc,4.8,2022-03-21,Sandstorms,Medium,0,Snack,motorcycle,0,No,Metropolitian,10,Monday,18,7.5360867661352575
0x36e9,5.0,2022-03-20,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,Sunday,23,12.395333516408588
0x51b9,4.9,2022-03-20,Fog,Jam,0,Snack,motorcycle,1,No,Urban,39,Sunday,19,10.736506622050817
0xc2f4,5.0,2022-02-13,Sunny,Jam,0,Drinks,motorcycle,0,No,Metropolitian,25,Sunday,19,4.707104052532131
0x63b8,4.6,2022-03-20,Stormy,Medium,2,Meal,scooter,0,No,Urban,27,Sunday,17,20.397442775188328
0x7304,4.6,2022-04-03,Stormy,High,2,Snack,scooter,0,No,Metropolitian,22,Sunday,11,1.5690347154047224
0x5f43,4.0,2022-03-10,Fog,Medium,1,Drinks,scooter,1,No,Metropolitian,32,Thursday,19,19.340932603768994
0xadfd,4.2,2022-03-14,Fog,Low,1,Meal,motorcycle,1,No,Metropolitian,37,Monday,22,16.612508107851173
0x54d2,5.0,2022-03-23,Cloudy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,43,Wednesday,19,19.590994221235338
0x74e7,4.5,2022-03-26,Cloudy,Jam,2,Meal,electric_scooter,0,No,Metropolitian,27,Saturday,19,9.177783656275444
0xaac7,4.2,2022-03-31,Fog,Medium,1,Buffet,scooter,0,No,Metropolitian,33,Thursday,17,16.796650852961825
0x767e,4.8,2022-03-26,Sunny,High,2,Snack,motorcycle,1,No,Urban,15,Saturday,11,3.0681243652010552
0x466e,3.8,2022-03-31,Sandstorms,Jam,1,Buffet,scooter,1,No,Metropolitian,38,Thursday,19,10.571531279029784
0x614f,4.6,2022-03-11,Sandstorms,High,0,Snack,motorcycle,2,No,Urban,38,Friday,11,1.5549518594056475
0xcc53,5.0,2022-02-15,Stormy,High,2,Drinks,scooter,1,No,Urban,18,Tuesday,11,1.5690347154047224
0x8515,4.2,2022-03-14,Sunny,Jam,1,Buffet,motorcycle,1,No,Metropolitian,32,Monday,21,16.79715883296753
0x3b6f,4.6,2022-04-03,Stormy,High,2,Snack,motorcycle,1,No,Metropolitian,34,Sunday,13,6.198357357933919
0x9fe5,4.6,2022-04-03,Fog,Low,2,Meal,electric_scooter,0,No,Metropolitian,15,Sunday,22,7.647645466260274
0x7174,4.6,2022-03-09,Sunny,High,1,Snack,scooter,0,No,Metropolitian,22,Wednesday,12,6.072107699343518
0xd683,4.7,2022-02-15,Sandstorms,High,1,Drinks,motorcycle,1,No,Urban,15,Tuesday,11,1.5411486401276446
0xaf96,3.5,2022-04-06,Sandstorms,Jam,1,Buffet,motorcycle,1,No,Urban,34,Wednesday,19,17.040675423590454
0xc8d0,4.8,2022-02-16,Sandstorms,Medium,2,Snack,scooter,1,No,Metropolitian,21,Wednesday,17,11.738988605424264
0x96f3,4.1,2022-03-02,Windy,Jam,0,Meal,motorcycle,0,No,Urban,49,Wednesday,20,13.592749450062879
0x2dd8,3.5,2022-03-27,Cloudy,Low,1,Snack,motorcycle,1,No,Metropolitian,38,Sunday,22,12.438927835428666
0xc40e,4.4,2022-02-12,Sandstorms,Jam,2,Meal,scooter,3,No,Metropolitian,44,Saturday,21,20.539426757587474
0xc25e,4.5,2022-02-17,Sunny,High,0,Buffet,motorcycle,1,Yes,Metropolitian,46,Thursday,13,6.276138627413788
0x7c61,4.7,2022-03-16,Sunny,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,11,Wednesday,21,12.212698628348065
0x33ca,4.3,2022-03-26,Windy,High,0,Buffet,motorcycle,1,No,Metropolitian,38,Saturday,11,3.059288288728302
0x4c58,4.3,2022-03-26,Windy,Low,0,Drinks,motorcycle,1,No,Urban,24,Saturday,8,1.529407991186537
0x8695,4.6,2022-03-02,Sunny,Jam,0,Buffet,motorcycle,1,No,Metropolitian,27,Wednesday,20,10.737368629843502
0xdbc3,4.7,2022-02-11,Sandstorms,Jam,1,Drinks,scooter,1,No,Metropolitian,33,Friday,20,9.344082914148721
0x3093,4.2,2022-03-05,Stormy,High,0,Buffet,motorcycle,3,No,Metropolitian,46,Saturday,13,6.276138627413788
0xd99d,3.7,2022-02-16,Stormy,Jam,1,Drinks,scooter,2,No,Metropolitian,44,Wednesday,21,12.06201484706819
0x3bbb,4.1,2022-03-14,Cloudy,Medium,1,Meal,motorcycle,0,No,Metropolitian,34,Monday,17,19.630660268723823
0x889f,4.7,2022-03-09,Stormy,Low,2,Drinks,electric_scooter,0,No,Metropolitian,18,Wednesday,8,1.5495001864109084
0xd85,4.4,2022-03-31,Sandstorms,Medium,1,Buffet,scooter,0,No,Metropolitian,33,Thursday,17,16.696084890246865
0x33db,4.9,2022-03-04,Sandstorms,Low,0,Buffet,motorcycle,0,No,Metropolitian,21,Friday,22,19.849664698188136
0x6efd,4.8,2022-03-21,Sunny,Low,0,Meal,motorcycle,1,No,Metropolitian,23,Monday,23,9.107658825826476
0x3259,4.8,2022-03-13,Stormy,Low,2,Snack,scooter,0,No,Urban,16,Sunday,22,9.308007883296778
0x9fc0,5.0,2022-03-05,Sandstorms,Low,1,Snack,scooter,1,No,Metropolitian,29,Saturday,10,3.098521571402993
0xc3e1,4.7,2022-02-14,Cloudy,Jam,0,Snack,motorcycle,2,No,Metropolitian,47,Monday,19,13.46425264123735
0x9b22,4.9,2022-03-31,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,37,Thursday,22,20.166745072075187
0x15cf,4.7,2022-03-26,Sandstorms,Jam,0,Snack,motorcycle,2,No,Metropolitian,44,Saturday,19,9.294709019107804
0xb3b0,5.0,2022-03-10,Windy,Jam,0,Snack,motorcycle,2,No,Metropolitian,40,Thursday,21,12.410450496478731
0x834a,5.0,2022-03-21,Cloudy,Low,0,Drinks,motorcycle,1,No,Urban,20,Monday,10,1.5296013595958438
0x9597,4.0,2022-03-20,Sandstorms,Jam,0,Drinks,motorcycle,0,No,Metropolitian,33,Sunday,21,20.141200508759606
